idx,preproc_loops,python_loops,lean_loops,preproc_success,python_success,lean_success
1856,0,2,1,True,True,True
1857,0,1,0,True,True,True
1858,0,0,3,True,True,True
1859,0,1,2,True,True,True
1860,0,1,2,True,True,True
1861,0,0,2,True,True,True
1862,0,3,1,True,True,True
1863,0,1,1,True,True,True
1864,0,0,5,True,True,True
1865,0,2,4,True,True,True
1866,0,2,2,True,True,True
1867,0,1,2,True,True,True
1868,2,0,0,True,True,True
1869,0,2,1,True,True,True
1870,1,0,5,True,True,False
1871,0,1,3,True,True,True
1872,0,0,2,True,True,True
1873,1,1,0,True,True,True
1874,0,0,2,True,True,True
1875,0,1,1,True,True,True
1876,0,2,1,True,True,True
1877,0,0,2,True,True,True
1878,0,0,0,True,True,True
1879,0,1,2,True,True,True
1880,0,2,0,True,True,True
1881,0,0,4,True,True,True
1882,0,0,5,True,True,False
1883,0,2,0,True,True,True
1884,1,0,1,True,True,True
1885,0,1,1,True,True,True
1886,0,1,5,True,True,False
1887,0,0,1,True,True,True
1888,0,1,0,True,True,True
1889,0,1,0,True,True,True
1890,0,1,0,True,True,True
1891,0,0,3,True,True,True
1892,0,0,0,True,True,True
1893,0,0,5,True,True,False
1894,0,0,1,True,True,True
1895,0,0,0,True,True,True
1896,0,0,1,True,True,True
1897,0,0,4,True,True,True
1898,0,0,3,True,True,True
1899,0,1,0,True,True,True
1900,0,0,0,True,True,True
1901,0,1,0,True,True,True
1902,0,2,1,True,True,True
1903,0,0,0,True,True,True
1904,0,0,1,True,True,True
1905,0,1,5,True,True,False
1906,0,2,1,True,True,True
1907,0,1,2,True,True,True
1908,0,0,1,True,True,True
1909,0,2,1,True,True,True
1910,0,0,2,True,True,True
1911,0,0,2,True,True,True
1912,0,0,4,True,True,True
1913,0,0,1,True,True,True
1914,0,1,1,True,True,True
1915,0,1,1,True,True,True
1916,0,1,1,True,True,True
1917,0,2,0,True,True,True
1918,0,1,2,True,True,True
1919,0,0,2,True,True,True
1920,0,0,1,True,True,True
1921,2,1,2,True,True,True
1922,0,1,2,True,True,True
1923,0,1,1,True,True,True
1924,0,0,1,True,True,True
1925,0,0,1,True,True,True
1926,3,2,0,True,True,True
1927,0,1,1,True,True,True
1928,0,0,0,True,True,True
1929,0,0,1,True,True,True
1930,2,5,0,True,True,True
1931,1,1,1,True,True,True
1932,0,1,0,True,True,True
1933,0,0,0,True,True,True
1934,0,0,2,True,True,True
1935,1,0,1,True,True,True
1936,0,0,0,True,True,True
1937,0,1,1,True,True,True
1938,0,5,0,True,True,True
1939,0,0,0,True,True,True
1940,0,1,1,True,True,True
1941,0,1,0,True,True,True
1942,0,1,2,True,True,True
1943,0,0,5,True,True,False
1944,0,1,1,True,True,True
1945,0,1,0,True,True,True
1946,0,0,5,True,True,False
1947,0,1,1,True,True,True
1948,0,1,1,True,True,True
1949,0,0,2,True,True,True
1950,0,2,1,True,True,True
1951,0,1,3,True,True,True
1952,0,1,3,True,True,True
1953,0,0,1,True,True,True
1954,0,2,2,True,True,True
1955,0,0,4,True,True,True
1956,0,1,4,True,True,True
1957,0,1,1,True,True,True
1958,0,2,0,True,True,True
1959,0,0,0,True,True,True
1960,0,1,1,True,True,True
1961,0,1,1,True,True,True
1962,0,0,0,True,True,True
1963,0,0,0,True,True,True
1964,0,0,2,True,True,True
1965,0,2,1,True,True,True
1966,0,0,3,True,True,True
1967,0,1,2,True,True,True
1968,0,4,2,True,True,True
1969,0,1,2,True,True,True
1970,0,2,3,True,True,True
1971,0,0,2,True,True,True
1972,0,1,2,True,True,True
1973,2,0,0,True,True,True
1974,0,1,1,True,True,True
1975,0,1,2,True,True,True
1976,0,3,2,True,True,True
1977,0,0,2,True,True,True
1978,0,0,2,True,True,True
1979,0,1,0,True,True,True
1980,0,0,3,True,True,True
1981,0,0,2,True,True,True
1982,0,2,1,True,True,True
1983,0,1,5,True,True,False
1984,2,1,1,True,True,True
1985,0,1,2,True,True,True
1986,0,1,1,True,True,True
1987,0,1,0,True,True,True
1988,0,0,4,True,True,True
1989,0,1,0,True,True,True
1990,0,1,2,True,True,True
1991,0,1,0,True,True,True
1992,0,1,5,True,True,False
1993,0,2,3,True,True,True
1994,0,1,0,True,True,True
1995,0,1,2,True,True,True
1996,0,1,3,True,True,True
1997,0,0,1,True,True,True
1998,0,0,0,True,True,True
1999,0,0,2,True,True,True
2000,0,4,2,True,True,True
2001,0,2,0,True,True,True
2002,0,0,2,True,True,True
2003,0,2,1,True,True,True
2004,0,2,1,True,True,True
2005,0,0,0,True,True,True
2006,0,0,0,True,True,True
2007,0,1,1,True,True,True
2008,0,0,1,True,True,True
2009,1,0,0,True,True,True
2010,0,1,1,True,True,True
2011,0,0,1,True,True,True
2012,0,2,2,True,True,True
2013,0,0,1,True,True,True
2014,0,1,1,True,True,True
2015,0,0,5,True,True,True
2016,0,0,1,True,True,True
2017,0,0,1,True,True,True
2018,0,0,2,True,True,True
2019,0,0,1,True,True,True
2020,0,2,0,True,True,True
2021,0,1,1,True,True,True
2022,2,2,3,True,True,True
2023,1,2,2,True,True,True
2024,0,1,0,True,True,True
2025,0,0,3,True,True,True
2026,0,3,1,True,True,True
2027,0,1,5,True,True,True
2028,0,0,2,True,True,True
2029,1,1,1,True,True,True
2030,0,2,0,True,True,True
2031,0,2,2,True,True,True
2032,0,2,1,True,True,True
2033,0,0,0,True,True,True
2034,0,1,5,True,True,False
2035,0,3,0,True,True,True
2036,0,1,0,True,True,True
2037,0,1,3,True,True,True
2038,0,0,2,True,True,True
2039,0,0,1,True,True,True
2040,0,0,2,True,True,True
2041,0,1,1,True,True,True
2042,0,2,0,True,True,True
2043,0,0,0,True,True,True
2044,0,0,0,True,True,True
2045,0,0,0,True,True,True
2046,0,1,0,True,True,True
2047,0,1,2,True,True,True
2048,0,1,1,True,True,True
2049,0,2,1,True,True,True
2050,0,0,0,True,True,True
2051,5,0,0,False,False,False
2052,0,2,1,True,True,True
2053,0,2,1,True,True,True
2054,0,1,0,True,True,True
2055,0,1,1,True,True,True
2056,0,1,0,True,True,True
2057,0,0,0,True,True,True
2058,5,0,0,False,False,False
2059,0,0,1,True,True,True
2060,0,1,2,True,True,True
2061,0,1,1,True,True,True
2062,0,2,0,True,True,True
2063,0,2,0,True,True,True
2064,0,1,0,True,True,True
2065,0,0,5,True,True,False
2066,0,2,3,True,True,True
2067,0,1,0,True,True,True
2068,0,1,2,True,True,True
2069,1,0,0,True,True,True
2070,0,0,0,True,True,True
2071,0,1,4,True,True,True
2072,0,2,0,True,True,True
2073,0,0,1,True,True,True
2074,0,1,1,True,True,True
2075,0,0,1,True,True,True
2076,0,1,5,True,True,False
2077,0,2,1,True,True,True
2078,0,1,1,True,True,True
2079,0,1,1,True,True,True
2080,0,0,1,True,True,True
2081,0,2,1,True,True,True
2082,0,0,0,True,True,True
2083,1,0,2,True,True,True
2084,0,1,1,True,True,True
2085,0,2,0,True,True,True
2086,0,0,1,True,True,True
2087,0,0,1,True,True,True
2088,0,0,0,True,True,True
2089,2,3,2,True,True,True
2090,0,1,0,True,True,True
2091,0,1,1,True,True,True
2092,0,0,0,True,True,True
2093,0,2,4,True,True,True
2094,0,2,0,True,True,True
2095,1,0,0,True,True,True
2096,1,1,2,True,True,True
2097,0,1,1,True,True,True
2098,0,1,1,True,True,True
2099,0,1,2,True,True,True
2100,0,1,5,True,True,False
2101,0,1,0,True,True,True
2102,0,1,2,True,True,True
2103,0,1,1,True,True,True
2104,0,1,1,True,True,True
2105,0,0,1,True,True,True
2106,0,0,1,True,True,True
2107,0,1,0,True,True,True
2108,0,1,1,True,True,True
2109,0,1,2,True,True,True
2110,0,1,0,True,True,True
2111,0,0,2,True,True,True
2112,0,2,3,True,True,True
2113,0,1,1,True,True,True
2114,0,1,3,True,True,True
2115,0,2,0,True,True,True
2116,0,1,2,True,True,True
2117,0,0,1,True,True,True
2118,0,0,3,True,True,True
2119,0,1,5,True,True,True
2120,0,0,2,True,True,True
2121,0,0,2,True,True,True
2122,0,0,0,True,True,True
2123,0,1,2,True,True,True
2124,5,0,0,False,False,False
2125,0,2,0,True,True,True
2126,0,1,0,True,True,True
2127,0,0,1,True,True,True
2128,0,2,0,True,True,True
2129,0,1,1,True,True,True
2130,0,1,0,True,True,True
2131,0,1,0,True,True,True
2132,0,3,1,True,True,True
2133,0,0,5,True,True,True
2134,0,1,1,True,True,True
2135,0,2,2,True,True,True
2136,0,1,1,True,True,True
2137,0,0,1,True,True,True
2138,0,0,0,True,True,True
2139,0,0,0,True,True,True
2140,0,1,0,True,True,True
2141,1,3,2,True,True,True
2142,0,0,4,True,True,True
2143,0,4,0,True,True,True
2144,1,3,0,True,True,True
2145,0,2,1,True,True,True
2146,0,3,2,True,True,True
2147,0,1,1,True,True,True
2148,0,4,2,True,True,True
2149,0,1,1,True,True,True
2150,0,1,4,True,True,True
2151,0,1,5,True,True,False
2152,0,0,1,True,True,True
2153,0,1,0,True,True,True
2154,0,1,0,True,True,True
2155,0,2,0,True,True,True
2156,4,3,4,True,True,True
2157,0,3,2,True,True,True
2158,0,0,0,True,True,True
2159,0,0,3,True,True,True
2160,0,1,2,True,True,True
2161,0,2,1,True,True,True
2162,0,1,3,True,True,True
2163,0,1,1,True,True,True
2164,0,0,1,True,True,True
2165,0,1,5,True,True,False
2166,5,0,0,False,False,False
2167,1,0,2,True,True,True
2168,0,0,1,True,True,True
2169,0,0,0,True,True,True
2170,0,1,0,True,True,True
2171,0,1,0,True,True,True
2172,0,0,0,True,True,True
2173,0,2,0,True,True,True
2174,0,1,2,True,True,True
2175,0,4,4,True,True,True
2176,1,2,0,True,True,True
2177,0,0,3,True,True,True
2178,0,0,1,True,True,True
2179,0,0,0,True,True,True
2180,2,1,0,True,True,True
2181,0,2,0,True,True,True
2182,0,0,1,True,True,True
2183,0,2,0,True,True,True
2184,0,1,1,True,True,True
2185,0,1,0,True,True,True
2186,0,1,0,True,True,True
2187,1,1,2,True,True,True
2188,0,3,0,True,True,True
2189,0,0,1,True,True,True
2190,0,1,0,True,True,True
2191,0,1,1,True,True,True
2192,0,0,5,True,True,False
2193,0,0,2,True,True,True
2194,0,0,1,True,True,True
2195,0,1,0,True,True,True
2196,0,1,0,True,True,True
2197,1,0,2,True,True,True
2198,0,1,3,True,True,True
2199,0,1,0,True,True,True
2200,1,0,2,True,True,True
2201,0,1,0,True,True,True
2202,0,5,0,True,True,True
2203,1,2,2,True,True,True
2204,0,2,0,True,True,True
2205,0,1,3,True,True,True
2206,0,1,1,True,True,True
2207,0,1,4,True,True,True
2208,0,1,0,True,True,True
2209,0,2,2,True,True,True
2210,0,2,0,True,True,True
2211,0,1,0,True,True,True
2212,0,1,0,True,True,True
2213,0,1,0,True,True,True
2214,0,1,0,True,True,True
2215,0,1,5,True,True,False
2216,0,0,1,True,True,True
2217,0,1,2,True,True,True
2218,0,3,0,True,True,True
2219,0,2,5,True,True,False
2220,1,3,1,True,True,True
2221,1,1,1,True,True,True
2222,0,1,0,True,True,True
2223,0,0,0,True,True,True
2224,0,0,1,True,True,True
2225,0,1,0,True,True,True
2226,0,1,2,True,True,True
2227,0,1,0,True,True,True
2228,0,1,2,True,True,True
2229,0,1,1,True,True,True
2230,0,3,0,True,True,True
2231,0,0,4,True,True,True
2232,5,0,0,False,False,False
2233,0,1,0,True,True,True
2234,0,1,0,True,True,True
2235,0,5,0,True,False,False
2236,0,2,1,True,True,True
2237,0,0,2,True,True,True
2238,0,1,0,True,True,True
2239,0,1,1,True,True,True
2240,0,2,1,True,True,True
2241,0,1,0,True,True,True
2242,0,1,0,True,True,True
2243,0,4,0,True,True,True
2244,0,0,0,True,True,True
2245,0,2,0,True,True,True
2246,0,2,1,True,True,True
2247,0,1,1,True,True,True
2248,0,1,0,True,True,True
2249,0,0,1,True,True,True
2250,0,1,0,True,True,True
2251,1,1,0,True,True,True
2252,0,0,0,True,True,True
2253,0,1,0,True,True,True
2254,0,1,0,True,True,True
2255,0,0,0,True,True,True
2256,0,0,0,True,True,True
2257,0,1,2,True,True,True
2258,0,1,0,True,True,True
2259,3,4,1,True,True,True
2260,0,1,3,True,True,True
2261,0,0,1,True,True,True
2262,0,0,0,True,True,True
2263,0,0,0,True,True,True
2264,0,2,0,True,True,True
2265,0,2,0,True,True,True
2266,0,1,3,True,True,True
2267,0,5,0,True,True,True
2268,0,1,0,True,True,True
2269,0,3,0,True,True,True
2270,0,1,0,True,True,True
2271,0,0,2,True,True,True
2272,0,0,0,True,True,True
2273,0,1,0,True,True,True
2274,0,0,4,True,True,True
2275,0,0,1,True,True,True
2276,0,2,0,True,True,True
2277,0,1,1,True,True,True
2278,0,1,0,True,True,True
2279,0,1,0,True,True,True
2280,5,0,0,False,False,False
2281,0,1,0,True,True,True
2282,0,1,1,True,True,True
2283,0,1,0,True,True,True
2284,0,0,4,True,True,True
2285,0,1,0,True,True,True
2286,0,2,0,True,True,True
2287,1,1,2,True,True,True
2288,0,2,1,True,True,True
2289,0,1,0,True,True,True
2290,0,0,2,True,True,True
2291,0,1,0,True,True,True
2292,0,1,2,True,True,True
2293,0,0,2,True,True,True
2294,0,0,1,True,True,True
2295,0,1,0,True,True,True
2296,0,0,2,True,True,True
2297,0,1,1,True,True,True
2298,0,2,1,True,True,True
2299,0,2,0,True,True,True
2300,0,0,0,True,True,True
2301,0,1,1,True,True,True
2302,0,0,1,True,True,True
2303,0,1,0,True,True,True
2304,5,0,0,False,False,False
2305,0,0,3,True,True,True
2306,0,1,0,True,True,True
2307,0,0,2,True,True,True
2308,0,2,2,True,True,True
2309,0,0,1,True,True,True
2310,0,1,5,True,True,True
2311,0,1,2,True,True,True
2312,0,1,1,True,True,True
2313,0,1,2,True,True,True
2314,0,1,1,True,True,True
2315,0,1,2,True,True,True
2316,0,0,1,True,True,True
2317,0,1,2,True,True,True
2318,1,1,0,True,True,True
2319,0,1,0,True,True,True
2320,5,0,0,False,False,False
2321,0,2,2,True,True,True
2322,1,0,2,True,True,True
2323,0,1,1,True,True,True
2324,0,2,0,True,True,True
2325,0,2,1,True,True,True
2326,0,2,0,True,True,True
2327,0,1,0,True,True,True
2328,0,0,2,True,True,True
2329,0,1,0,True,True,True
2330,5,0,0,False,False,False
2331,5,0,0,False,False,False
2332,0,0,0,True,True,True
2333,0,1,0,True,True,True
2334,0,0,5,True,True,True
2335,0,2,4,True,True,True
2336,0,1,1,True,True,True
2337,0,0,3,True,True,True
2338,0,5,0,True,False,False
2339,1,1,0,True,True,True
2340,0,1,2,True,True,True
2341,0,0,1,True,True,True
2342,0,2,0,True,True,True
2343,0,0,0,True,True,True
2344,1,3,2,True,True,True
2345,0,1,0,True,True,True
2346,0,0,1,True,True,True
2347,0,1,0,True,True,True
2348,0,4,0,True,True,True
2349,2,1,4,True,True,True
2350,0,1,0,True,True,True
2351,0,2,0,True,True,True
2352,0,1,4,True,True,True
2353,5,0,0,False,False,False
2354,0,1,3,True,True,True
2355,1,0,0,True,True,True
2356,0,1,0,True,True,True
2357,1,1,1,True,True,True
2358,5,0,0,False,False,False
2359,0,0,0,True,True,True
2360,2,1,1,True,True,True
2361,1,5,0,True,False,False
2362,0,1,1,True,True,True
2363,0,0,3,True,True,True
2364,0,3,2,True,True,True
2365,0,2,0,True,True,True
2366,0,1,4,True,True,True
2367,0,1,0,True,True,True
2368,0,0,1,True,True,True
2369,0,4,2,True,True,True
2370,0,1,2,True,True,True
2371,0,1,0,True,True,True
2372,0,0,2,True,True,True
2373,0,0,0,True,True,True
2374,1,0,5,True,True,False
2375,0,0,1,True,True,True
2376,0,1,1,True,True,True
2377,0,2,2,True,True,True
2378,0,0,0,True,True,True
2379,0,0,5,True,True,False
2380,0,1,0,True,True,True
2381,0,3,1,True,True,True
2382,0,0,0,True,True,True
2383,0,1,1,True,True,True
2384,0,1,3,True,True,True
2385,0,2,4,True,True,True
2386,0,0,3,True,True,True
2387,0,1,0,True,True,True
2388,0,1,1,True,True,True
2389,0,0,0,True,True,True
2390,0,1,1,True,True,True
2391,0,4,1,True,True,True
2392,0,1,0,True,True,True
2393,0,0,1,True,True,True
2394,0,0,1,True,True,True
2395,0,1,0,True,True,True
2396,0,1,0,True,True,True
2397,0,1,2,True,True,True
2398,0,0,1,True,True,True
2399,1,2,1,True,True,True
2400,0,2,0,True,True,True
2401,0,2,3,True,True,True
2402,0,2,2,True,True,True
2403,0,0,1,True,True,True
2404,5,0,0,False,False,False
2405,2,1,0,True,True,True
2406,0,2,1,True,True,True
2407,0,0,1,True,True,True
2408,0,0,2,True,True,True
2409,0,1,1,True,True,True
2410,0,0,1,True,True,True
2411,0,1,1,True,True,True
2412,0,2,2,True,True,True
2413,0,1,0,True,True,True
2414,0,1,0,True,True,True
2415,0,0,1,True,True,True
2416,0,1,1,True,True,True
2417,0,0,0,True,True,True
2418,0,0,1,True,True,True
2419,0,1,0,True,True,True
2420,0,0,1,True,True,True
2421,0,2,1,True,True,True
2422,0,0,1,True,True,True
2423,0,1,2,True,True,True
2424,0,1,0,True,True,True
2425,0,2,0,True,True,True
2426,0,0,0,True,True,True
2427,0,0,1,True,True,True
2428,0,0,0,True,True,True
2429,0,0,0,True,True,True
2430,0,0,2,True,True,True
2431,0,0,3,True,True,True
2432,0,2,1,True,True,True
2433,0,1,3,True,True,True
2434,0,0,1,True,True,True
2435,0,0,3,True,True,True
2436,0,0,3,True,True,True
2437,0,2,1,True,True,True
2438,0,2,0,True,True,True
2439,0,0,2,True,True,True
2440,0,1,0,True,True,True
2441,0,0,5,True,True,False
2442,0,0,5,True,True,False
2443,0,0,1,True,True,True
2444,0,5,0,True,False,False
2445,0,1,0,True,True,True
2446,0,0,1,True,True,True
2447,0,0,1,True,True,True
2448,0,1,1,True,True,True
2449,0,0,2,True,True,True
2450,0,1,3,True,True,True
2451,0,0,2,True,True,True
2452,0,0,2,True,True,True
2453,0,0,1,True,True,True
2454,0,0,0,True,True,True
2455,0,1,1,True,True,True
2456,0,2,0,True,True,True
2457,0,1,3,True,True,True
2458,0,1,1,True,True,True
2459,0,0,1,True,True,True
2460,0,0,1,True,True,True
2461,0,0,0,True,True,True
2462,0,0,0,True,True,True
2463,0,1,1,True,True,True
2464,0,1,1,True,True,True
2465,0,1,0,True,True,True
2466,0,0,0,True,True,True
2467,0,0,1,True,True,True
2468,0,1,0,True,True,True
2469,0,0,1,True,True,True
2470,0,0,2,True,True,True
2471,0,0,1,True,True,True
2472,1,0,1,True,True,True
2473,0,1,1,True,True,True
2474,0,1,0,True,True,True
2475,0,1,5,True,True,True
2476,0,0,5,True,True,True
2477,0,0,1,True,True,True
2478,0,0,3,True,True,True
2479,0,0,2,True,True,True
2480,0,1,0,True,True,True
2481,1,2,3,True,True,True
2482,0,2,0,True,True,True
2483,0,1,0,True,True,True
2484,0,5,0,True,False,False
2485,0,1,3,True,True,True
2486,0,0,1,True,True,True
2487,0,0,1,True,True,True
2488,0,0,1,True,True,True
2489,0,0,2,True,True,True
2490,0,0,0,True,True,True
2491,0,0,3,True,True,True
2492,0,0,0,True,True,True
2493,0,0,2,True,True,True
2494,0,0,2,True,True,True
2495,0,0,2,True,True,True
2496,0,0,2,True,True,True
2497,0,0,1,True,True,True
2498,0,2,0,True,True,True
2499,0,0,1,True,True,True
2500,0,0,2,True,True,True
2501,0,1,2,True,True,True
2502,0,0,2,True,True,True
2503,0,0,0,True,True,True
2504,0,1,0,True,True,True
2505,0,0,0,True,True,True
2506,0,0,1,True,True,True
2507,0,1,4,True,True,True
2508,0,1,3,True,True,True
2509,0,0,1,True,True,True
2510,0,1,0,True,True,True
2511,0,1,0,True,True,True
2512,0,0,1,True,True,True
2513,0,0,0,True,True,True
2514,0,0,5,True,True,True
2515,0,1,1,True,True,True
2516,0,0,0,True,True,True
2517,0,0,0,True,True,True
2518,0,1,0,True,True,True
2519,0,0,3,True,True,True
2520,0,1,0,True,True,True
2521,1,1,3,True,True,True
2522,0,1,4,True,True,True
2523,0,1,0,True,True,True
2524,0,1,0,True,True,True
2525,0,2,1,True,True,True
2526,0,1,1,True,True,True
2527,0,2,0,True,True,True
2528,0,0,2,True,True,True
2529,0,4,5,True,True,False
2530,3,0,0,True,True,True
2531,0,1,2,True,True,True
2532,0,1,5,True,True,False
2533,0,1,0,True,True,True
2534,0,1,1,True,True,True
2535,0,0,1,True,True,True
2536,0,1,1,True,True,True
2537,0,1,2,True,True,True
2538,0,0,1,True,True,True
2539,0,0,5,True,True,False
2540,0,0,2,True,True,True
2541,0,1,0,True,True,True
2542,0,0,3,True,True,True
2543,0,1,1,True,True,True
2544,0,1,0,True,True,True
2545,0,0,1,True,True,True
2546,0,0,2,True,True,True
2547,0,1,0,True,True,True
2548,0,0,0,True,True,True
2549,0,3,0,True,True,True
2550,0,0,2,True,True,True
2551,0,0,2,True,True,True
2552,0,0,1,True,True,True
2553,0,1,2,True,True,True
2554,0,2,0,True,True,True
2555,0,2,1,True,True,True
2556,0,0,5,True,True,True
2557,0,2,0,True,True,True
2558,0,0,2,True,True,True
2559,0,0,1,True,True,True
2560,0,0,2,True,True,True
2561,0,1,0,True,True,True
2562,0,5,0,True,False,False
2563,0,1,1,True,True,True
2564,2,1,1,True,True,True
2565,0,1,3,True,True,True
2566,0,0,1,True,True,True
2567,0,0,0,True,True,True
2568,0,0,1,True,True,True
2569,0,2,3,True,True,True
2570,0,1,5,True,True,False
2571,0,1,1,True,True,True
2572,0,1,0,True,True,True
2573,0,4,1,True,True,True
2574,2,2,3,True,True,True
2575,0,1,3,True,True,True
2576,0,2,2,True,True,True
2577,1,1,0,True,True,True
2578,0,2,4,True,True,True
2579,0,4,0,True,True,True
2580,0,4,4,True,True,True
2581,0,0,5,True,True,False
2582,0,1,0,True,True,True
2583,0,3,3,True,True,True
2584,0,1,3,True,True,True
2585,0,0,0,True,True,True
2586,0,3,3,True,True,True
2587,0,2,3,True,True,True
2588,0,1,5,True,True,True
2589,0,3,5,True,True,True
2590,0,2,5,True,True,False
2591,0,1,1,True,True,True
2592,0,0,3,True,True,True
2593,2,0,0,True,True,True
2594,0,2,1,True,True,True
2595,0,2,2,True,True,True
2596,0,0,2,True,True,True
2597,4,1,2,True,True,True
2598,0,0,5,True,True,False
2599,0,2,1,True,True,True
2600,2,1,0,True,True,True
2601,0,1,0,True,True,True
2602,0,2,1,True,True,True
2603,0,2,2,True,True,True
2604,0,1,3,True,True,True
2605,0,1,5,True,True,True
2606,0,1,1,True,True,True
2607,2,3,4,True,True,True
2608,0,1,2,True,True,True
2609,0,1,4,True,True,True
2610,0,0,1,True,True,True
2611,0,0,1,True,True,True
2612,0,0,5,True,True,False
2613,0,1,3,True,True,True
2614,0,0,0,True,True,True
2615,0,1,3,True,True,True
2616,0,4,1,True,True,True
2617,0,1,1,True,True,True
2618,1,2,0,True,True,True
2619,0,1,1,True,True,True
2620,0,1,4,True,True,True
2621,0,2,1,True,True,True
2622,0,0,3,True,True,True
2623,0,0,0,True,True,True
2624,0,2,5,True,True,False
2625,0,1,2,True,True,True
2626,0,1,0,True,True,True
2627,1,1,0,True,True,True
2628,0,2,2,True,True,True
2629,0,5,0,True,False,False
2630,0,1,3,True,True,True
2631,2,2,1,True,True,True
2632,0,0,5,True,True,False
2633,0,1,1,True,True,True
2634,0,0,1,True,True,True
2635,0,1,3,True,True,True
2636,0,0,5,True,True,True
2637,0,2,0,True,True,True
2638,0,1,5,True,True,False
2639,1,0,1,True,True,True
2640,0,1,1,True,True,True
2641,0,0,1,True,True,True
2642,0,3,1,True,True,True
2643,0,1,0,True,True,True
2644,0,1,0,True,True,True
2645,0,4,0,True,True,True
2646,0,5,0,True,True,True
2647,3,2,0,True,True,True
2648,0,0,5,True,True,False
2649,0,0,2,True,True,True
2650,0,1,2,True,True,True
2651,0,1,1,True,True,True
2652,5,0,0,False,False,False
2653,0,0,0,True,True,True
2654,0,1,1,True,True,True
2655,0,1,3,True,True,True
2656,0,2,1,True,True,True
2657,0,1,1,True,True,True
2658,0,0,0,True,True,True
2659,0,1,0,True,True,True
2660,0,5,0,True,True,True
2661,0,1,2,True,True,True
2662,0,0,1,True,True,True
2663,0,1,1,True,True,True
2664,0,1,2,True,True,True
2665,0,0,0,True,True,True
2666,0,1,2,True,True,True
2667,0,0,0,True,True,True
2668,0,0,5,True,True,False
2669,0,5,0,True,False,False
2670,0,1,0,True,True,True
2671,0,0,5,True,True,True
2672,0,1,0,True,True,True
2673,0,1,1,True,True,True
2674,0,1,1,True,True,True
2675,0,0,2,True,True,True
2676,0,2,0,True,True,True
2677,1,1,0,True,True,True
2678,0,2,1,True,True,True
2679,0,0,3,True,True,True
2680,0,0,1,True,True,True
2681,0,3,2,True,True,True
2682,0,0,1,True,True,True
2683,0,2,5,True,True,True
2684,0,0,0,True,True,True
2685,0,2,1,True,True,True
2686,0,2,1,True,True,True
2687,0,1,3,True,True,True
2688,0,1,0,True,True,True
2689,0,0,1,True,True,True
2690,0,2,0,True,True,True
2691,0,1,1,True,True,True
2692,0,1,3,True,True,True
2693,0,1,0,True,True,True
2694,0,1,2,True,True,True
2695,0,0,0,True,True,True
2696,0,0,4,True,True,True
2697,0,2,3,True,True,True
2698,0,1,3,True,True,True
2699,0,1,1,True,True,True
2700,0,0,0,True,True,True
2701,0,0,1,True,True,True
2702,0,0,2,True,True,True
2703,0,0,1,True,True,True
2704,0,0,0,True,True,True
2705,0,3,0,True,True,True
2706,0,0,0,True,True,True
2707,0,0,0,True,True,True
2708,0,1,1,True,True,True
2709,0,0,0,True,True,True
2710,0,0,1,True,True,True
2711,0,1,0,True,True,True
2712,0,0,1,True,True,True
2713,0,1,0,True,True,True
2714,0,0,4,True,True,True
2715,0,0,5,True,True,True
2716,0,1,4,True,True,True
2717,0,0,2,True,True,True
2718,2,1,1,True,True,True
2719,0,2,3,True,True,True
2720,1,1,1,True,True,True
2721,0,3,2,True,True,True
2722,0,1,1,True,True,True
2723,0,0,1,True,True,True
2724,0,2,5,True,True,True
2725,0,0,2,True,True,True
2726,0,1,2,True,True,True
2727,0,1,2,True,True,True
2728,0,1,0,True,True,True
2729,0,1,0,True,True,True
2730,0,0,1,True,True,True
2731,0,1,0,True,True,True
2732,0,1,4,True,True,True
2733,0,0,2,True,True,True
2734,0,2,2,True,True,True
2735,0,0,2,True,True,True
2736,0,1,2,True,True,True
2737,0,2,2,True,True,True
2738,0,1,2,True,True,True
2739,0,0,1,True,True,True
2740,0,1,0,True,True,True
2741,0,3,2,True,True,True
2742,0,1,1,True,True,True
2743,0,0,1,True,True,True
2744,0,4,0,True,True,True
2745,0,0,0,True,True,True
2746,0,0,5,True,True,True
2747,0,0,1,True,True,True
2748,0,2,3,True,True,True
2749,0,1,0,True,True,True
2750,0,1,2,True,True,True
2751,0,2,2,True,True,True
2752,0,0,2,True,True,True
2753,0,1,1,True,True,True
2754,0,1,2,True,True,True
2755,0,2,2,True,True,True
2756,0,2,0,True,True,True
2757,0,1,0,True,True,True
2758,0,3,0,True,True,True
2759,0,3,1,True,True,True
2760,0,0,3,True,True,True
2761,0,0,5,True,True,True
2762,0,0,0,True,True,True
2763,0,1,0,True,True,True
2764,0,2,5,True,True,True
2765,0,1,2,True,True,True
2766,0,1,1,True,True,True
2767,0,0,0,True,True,True
2768,5,2,0,True,True,True
2769,0,1,4,True,True,True
2770,0,0,4,True,True,True
2771,1,1,0,True,True,True
2772,0,5,0,True,True,True
2773,0,1,1,True,True,True
2774,0,2,2,True,True,True
2775,0,0,0,True,True,True
2776,0,1,4,True,True,True
2777,1,3,0,True,True,True
2778,0,4,0,True,True,True
2779,0,2,0,True,True,True
2780,0,0,1,True,True,True
2781,0,0,0,True,True,True
2782,0,0,3,True,True,True
2783,0,1,0,True,True,True
2784,0,4,1,True,True,True
2785,0,1,2,True,True,True
