idx,preproc_loops,python_loops,lean_loops,preproc_success,python_success,lean_success
0926,0,0,1,True,True,True
0927,2,1,1,True,True,True
0928,0,0,1,True,True,True
0929,0,1,0,True,True,True
0930,0,2,1,True,True,True
0931,0,0,1,True,True,True
0932,0,1,2,True,True,True
0933,0,0,0,True,True,True
0934,3,0,0,True,True,True
0935,0,1,0,True,True,True
0936,0,2,0,True,True,True
0937,0,0,5,True,True,False
0938,6,1,1,True,True,True
0939,0,1,0,True,True,True
0940,0,0,0,True,True,True
0941,0,0,0,True,True,True
0942,0,2,4,True,True,True
0943,0,1,0,True,True,True
0944,6,0,2,True,True,True
0945,0,1,0,True,True,True
0946,0,1,2,True,True,True
0947,0,5,0,True,False,False
0948,0,1,0,True,True,True
0949,0,1,0,True,True,True
0950,0,1,5,True,True,True
0951,0,3,1,True,True,True
0952,3,0,2,True,True,True
0953,2,0,0,True,True,True
0954,1,1,0,True,True,True
0955,1,1,0,True,True,True
0956,0,0,2,True,True,True
0957,1,1,2,True,True,True
0958,2,3,0,True,True,True
0959,0,0,2,True,True,True
0960,0,0,2,True,True,True
0961,0,1,2,True,True,True
0962,0,2,1,True,True,True
0963,10,0,0,False,False,False
0964,1,0,0,True,True,True
0965,0,0,0,True,True,True
0966,0,1,3,True,True,True
0967,1,1,2,True,True,True
0968,0,1,1,True,True,True
0969,1,1,0,True,True,True
0970,0,1,3,True,True,True
0971,0,1,0,True,True,True
0972,0,0,1,True,True,True
0973,0,1,1,True,True,True
0974,0,0,0,True,True,True
0975,0,1,0,True,True,True
0976,0,2,0,True,True,True
0977,2,0,3,True,True,True
0978,6,1,0,True,True,True
0979,0,1,0,True,True,True
0980,5,1,0,True,True,True
0981,0,0,2,True,True,True
0982,2,0,0,True,True,True
0983,0,1,3,True,True,True
0984,0,4,0,True,True,True
0985,0,1,3,True,True,True
0986,0,1,3,True,True,True
0987,0,1,1,True,True,True
0988,0,1,1,True,True,True
0989,0,2,0,True,True,True
0990,0,0,0,True,True,True
0991,0,2,1,True,True,True
0992,3,1,0,True,True,True
0993,0,0,0,True,True,True
0994,2,1,0,True,True,True
0995,0,2,1,True,True,True
0996,0,0,1,True,True,True
0997,0,1,0,True,True,True
0998,0,1,2,True,True,True
0999,2,1,2,True,True,True
1000,0,0,1,True,True,True
1001,0,0,5,True,True,False
1002,0,1,2,True,True,True
1003,0,3,1,True,True,True
1004,0,1,1,True,True,True
1005,0,3,1,True,True,True
1006,1,2,5,True,True,False
1007,0,1,3,True,True,True
1008,0,1,0,True,True,True
1009,0,1,0,True,True,True
1010,0,1,2,True,True,True
1011,0,0,0,True,True,True
1012,6,0,2,True,True,True
1013,0,1,1,True,True,True
1014,1,1,1,True,True,True
1015,0,3,0,True,True,True
1016,0,0,0,True,True,True
1017,0,0,0,True,True,True
1018,0,1,2,True,True,True
1019,0,1,0,True,True,True
1020,1,0,0,True,True,True
1021,0,3,0,True,True,True
1022,0,0,2,True,True,True
1023,0,0,2,True,True,True
1024,0,0,3,True,True,True
1025,7,1,3,True,True,True
1026,0,1,0,True,True,True
1027,0,1,2,True,True,True
1028,0,0,0,True,True,True
1029,0,0,0,True,True,True
1030,0,1,0,True,True,True
1031,0,0,1,True,True,True
1032,0,0,0,True,True,True
1033,8,1,2,True,True,True
1034,1,1,1,True,True,True
1035,0,0,2,True,True,True
1036,1,0,0,True,True,True
1037,1,1,1,True,True,True
1038,0,1,0,True,True,True
1039,0,1,0,True,True,True
1040,0,2,0,True,True,True
1041,0,1,2,True,True,True
1042,0,1,0,True,True,True
1043,0,0,4,True,True,True
1044,0,0,4,True,True,True
1045,2,1,0,True,True,True
1046,0,1,0,True,True,True
1047,0,1,3,True,True,True
1048,0,0,1,True,True,True
1049,0,1,2,True,True,True
1050,0,0,1,True,True,True
1051,1,1,1,True,True,True
1052,4,0,0,True,True,True
1053,0,0,0,True,True,True
1054,0,0,5,True,True,False
1055,2,0,0,True,True,True
1056,0,0,1,True,True,True
1057,0,2,0,True,True,True
1058,0,5,2,True,True,True
1059,0,1,3,True,True,True
1060,0,1,5,True,True,True
1061,0,1,1,True,True,True
1062,0,3,0,True,True,True
1063,0,0,0,True,True,True
1064,1,0,5,True,True,False
1065,4,0,4,True,True,True
1066,0,4,2,True,True,True
1067,5,2,0,True,True,True
1068,0,0,0,True,True,True
1069,0,0,3,True,True,True
1070,0,0,5,True,True,True
1071,3,1,1,True,True,True
1072,0,2,1,True,True,True
1073,0,1,0,True,True,True
1074,1,0,0,True,True,True
1075,1,1,1,True,True,True
1076,2,2,1,True,True,True
1077,0,1,4,True,True,True
1078,0,1,0,True,True,True
1079,0,0,2,True,True,True
1080,0,1,3,True,True,True
1081,0,1,5,True,True,False
1082,0,1,1,True,True,True
1083,0,0,1,True,True,True
1084,0,2,0,True,True,True
1085,1,3,1,True,True,True
1086,0,0,1,True,True,True
1087,0,0,0,True,True,True
1088,0,2,1,True,True,True
1089,2,0,0,True,True,True
1090,0,2,1,True,True,True
1091,5,0,0,True,True,True
1092,0,3,2,True,True,True
1093,0,0,0,True,True,True
1094,0,0,5,True,True,True
1095,0,0,2,True,True,True
1096,1,1,2,True,True,True
1097,0,0,0,True,True,True
1098,0,0,1,True,True,True
1099,0,0,5,True,True,False
1100,0,0,0,True,True,True
1101,0,0,1,True,True,True
1102,0,1,0,True,True,True
1103,0,5,0,True,False,False
1104,0,1,0,True,True,True
1105,0,0,1,True,True,True
1106,0,1,3,True,True,True
1107,3,2,1,True,True,True
1108,0,0,4,True,True,True
1109,0,0,5,True,True,False
1110,1,2,0,True,True,True
1111,0,0,0,True,True,True
1112,0,4,1,True,True,True
1113,0,0,1,True,True,True
1114,0,0,1,True,True,True
1115,1,0,0,True,True,True
1116,0,2,0,True,True,True
1117,0,3,1,True,True,True
1118,0,1,0,True,True,True
1119,0,3,3,True,True,True
1120,2,0,1,True,True,True
1121,0,1,1,True,True,True
1122,1,0,0,True,True,True
1123,0,1,0,True,True,True
1124,0,0,1,True,True,True
1125,0,0,0,True,True,True
1126,0,1,0,True,True,True
1127,0,0,1,True,True,True
1128,0,0,1,True,True,True
1129,2,1,0,True,True,True
1130,0,0,0,True,True,True
1131,0,1,1,True,True,True
1132,0,0,1,True,True,True
1133,0,0,1,True,True,True
1134,0,1,1,True,True,True
1135,0,1,2,True,True,True
1136,0,0,0,True,True,True
1137,0,0,1,True,True,True
1138,0,2,0,True,True,True
1139,0,2,1,True,True,True
1140,1,0,0,True,True,True
1141,1,3,5,True,True,False
1142,0,2,0,True,True,True
1143,0,0,0,True,True,True
1144,0,0,0,True,True,True
1145,0,0,3,True,True,True
1146,0,1,4,True,True,True
1147,0,1,1,True,True,True
1148,0,0,0,True,True,True
1149,0,0,4,True,True,True
1150,0,0,1,True,True,True
1151,0,1,0,True,True,True
1152,0,0,2,True,True,True
1153,0,0,0,True,True,True
1154,0,2,0,True,True,True
1155,7,0,1,True,True,True
1156,0,0,0,True,True,True
1157,2,0,1,True,True,True
1158,0,1,2,True,True,True
1159,0,1,1,True,True,True
1160,0,0,5,True,True,True
1161,0,1,0,True,True,True
1162,0,0,0,True,True,True
1163,0,0,1,True,True,True
1164,1,0,1,True,True,True
1165,0,0,0,True,True,True
1166,3,0,1,True,True,True
1167,0,1,1,True,True,True
1168,0,1,5,True,True,False
1169,1,0,0,True,True,True
1170,1,0,3,True,True,True
1171,1,2,0,True,True,True
1172,0,1,0,True,True,True
1173,6,0,0,True,True,True
1174,5,0,0,True,True,True
1175,0,0,0,True,True,True
1176,0,1,0,True,True,True
1177,0,0,1,True,True,True
1178,0,1,4,True,True,True
1179,1,1,0,True,True,True
1180,0,0,0,True,True,True
1181,0,1,0,True,True,True
1182,0,0,2,True,True,True
1183,0,0,1,True,True,True
1184,0,1,0,True,True,True
1185,0,0,1,True,True,True
1186,10,0,0,False,False,False
1187,0,3,0,True,True,True
1188,1,3,0,True,True,True
1189,2,1,0,True,True,True
1190,0,0,1,True,True,True
1191,1,0,0,True,True,True
1192,2,2,0,True,True,True
1193,1,1,0,True,True,True
1194,0,1,2,True,True,True
1195,0,2,1,True,True,True
1196,2,0,0,True,True,True
1197,0,1,1,True,True,True
1198,3,1,2,True,True,True
1199,0,0,0,True,True,True
1200,0,0,0,True,True,True
1201,0,1,5,True,True,True
1202,7,2,1,True,True,True
1203,4,1,4,True,True,True
1204,1,1,0,True,True,True
1205,1,1,0,True,True,True
1206,0,1,5,True,True,False
1207,2,0,2,True,True,True
1208,0,1,0,True,True,True
1209,0,2,0,True,True,True
1210,0,0,0,True,True,True
1211,0,0,1,True,True,True
1212,1,1,5,True,True,False
1213,0,0,0,True,True,True
1214,0,0,1,True,True,True
1215,0,2,2,True,True,True
1216,0,1,0,True,True,True
1217,0,1,0,True,True,True
1218,1,0,0,True,True,True
1219,2,1,0,True,True,True
1220,0,1,1,True,True,True
1221,0,0,0,True,True,True
1222,0,2,1,True,True,True
1223,0,0,2,True,True,True
1224,0,1,0,True,True,True
1225,0,1,4,True,True,True
1226,0,1,2,True,True,True
1227,0,0,1,True,True,True
1228,0,2,0,True,True,True
1229,0,0,2,True,True,True
1230,0,1,0,True,True,True
1231,0,0,1,True,True,True
1232,1,2,1,True,True,True
1233,0,1,3,True,True,True
1234,0,1,0,True,True,True
1235,0,1,0,True,True,True
1236,0,2,5,True,True,False
1237,2,1,0,True,True,True
1238,0,3,2,True,True,True
1239,0,4,4,True,True,True
1240,2,0,1,True,True,True
1241,0,0,0,True,True,True
1242,0,0,1,True,True,True
1243,0,1,0,True,True,True
1244,0,0,3,True,True,True
1245,2,5,3,True,True,True
1246,0,0,0,True,True,True
1247,0,4,0,True,True,True
1248,0,0,0,True,True,True
1249,6,1,1,True,True,True
1250,0,1,1,True,True,True
1251,2,2,2,True,True,True
1252,1,1,0,True,True,True
1253,0,1,1,True,True,True
1254,0,1,0,True,True,True
1255,0,1,1,True,True,True
1256,4,2,0,True,True,True
1257,0,0,1,True,True,True
1258,0,2,0,True,True,True
1259,0,1,0,True,True,True
1260,1,2,0,True,True,True
1261,0,1,1,True,True,True
1262,0,2,2,True,True,True
1263,2,1,0,True,True,True
1264,3,1,0,True,True,True
1265,0,0,1,True,True,True
1266,0,0,0,True,True,True
1267,1,1,0,True,True,True
1268,6,0,0,True,True,True
1269,3,1,1,True,True,True
1270,0,3,1,True,True,True
1271,1,1,0,True,True,True
1272,0,0,0,True,True,True
1273,0,0,5,True,True,True
1274,0,4,0,True,True,True
1275,0,1,4,True,True,True
1276,0,0,2,True,True,True
1277,0,0,0,True,True,True
1278,0,1,0,True,True,True
1279,0,0,2,True,True,True
1280,0,0,5,True,True,False
1281,0,0,1,True,True,True
1282,5,1,0,True,True,True
1283,0,1,0,True,True,True
1284,2,1,3,True,True,True
1285,0,0,1,True,True,True
1286,3,1,1,True,True,True
1287,0,0,1,True,True,True
1288,0,0,1,True,True,True
1289,0,0,0,True,True,True
1290,0,0,0,True,True,True
1291,0,0,0,True,True,True
1292,2,3,0,True,True,True
1293,0,1,4,True,True,True
1294,0,1,0,True,True,True
1295,4,1,0,True,True,True
1296,0,1,0,True,True,True
1297,0,0,1,True,True,True
1298,0,0,1,True,True,True
1299,0,2,1,True,True,True
1300,2,0,2,True,True,True
1301,0,0,1,True,True,True
1302,3,0,0,True,True,True
1303,7,1,1,True,True,True
1304,0,0,1,True,True,True
1305,0,1,1,True,True,True
1306,0,0,0,True,True,True
1307,0,0,1,True,True,True
1308,0,1,1,True,True,True
1309,0,3,3,True,True,True
1310,0,1,1,True,True,True
1311,0,0,1,True,True,True
1312,0,2,5,True,True,False
1313,0,0,0,True,True,True
1314,1,0,2,True,True,True
1315,3,0,1,True,True,True
1316,0,1,1,True,True,True
1317,0,2,0,True,True,True
1318,1,0,0,True,True,True
1319,0,4,0,True,True,True
1320,0,0,0,True,True,True
1321,0,0,0,True,True,True
1322,1,1,2,True,True,True
1323,3,5,0,True,False,False
1324,0,2,0,True,True,True
1325,0,0,2,True,True,True
1326,0,0,1,True,True,True
1327,0,2,1,True,True,True
1328,0,2,0,True,True,True
1329,0,1,3,True,True,True
1330,0,1,0,True,True,True
1331,0,2,0,True,True,True
1332,0,1,0,True,True,True
1333,0,1,1,True,True,True
1334,0,1,1,True,True,True
1335,0,0,0,True,True,True
1336,0,1,3,True,True,True
1337,0,1,0,True,True,True
1338,0,1,4,True,True,True
1339,0,0,0,True,True,True
1340,4,0,1,True,True,True
1341,0,1,0,True,True,True
1342,0,1,2,True,True,True
1343,0,0,5,True,True,False
1344,0,0,5,True,True,True
1345,0,1,0,True,True,True
1346,1,1,0,True,True,True
1347,0,1,4,True,True,True
1348,0,1,3,True,True,True
1349,1,0,0,True,True,True
1350,0,1,2,True,True,True
1351,0,0,0,True,True,True
1352,0,0,2,True,True,True
1353,0,1,1,True,True,True
1354,0,0,0,True,True,True
1355,0,0,1,True,True,True
1356,0,2,1,True,True,True
1357,0,0,5,True,True,True
1358,1,0,1,True,True,True
1359,0,1,0,True,True,True
1360,10,0,0,False,False,False
1361,3,0,0,True,True,True
1362,0,2,1,True,True,True
1363,0,1,1,True,True,True
1364,2,0,1,True,True,True
1365,0,1,0,True,True,True
1366,0,2,0,True,True,True
1367,1,1,2,True,True,True
1368,0,2,1,True,True,True
1369,0,1,0,True,True,True
1370,0,0,1,True,True,True
1371,0,0,0,True,True,True
1372,0,1,0,True,True,True
1373,6,1,1,True,True,True
1374,0,1,0,True,True,True
1375,0,1,5,True,True,False
1376,1,1,1,True,True,True
1377,0,1,3,True,True,True
1378,10,0,0,False,False,False
1379,0,2,4,True,True,True
1380,0,0,0,True,True,True
1381,0,3,2,True,True,True
1382,3,1,1,True,True,True
1383,2,1,0,True,True,True
1384,0,1,1,True,True,True
1385,10,0,0,False,False,False
1386,0,0,2,True,True,True
1387,0,1,3,True,True,True
1388,0,1,2,True,True,True
1389,1,1,0,True,True,True
1390,4,1,2,True,True,True
1391,0,0,0,True,True,True
1392,0,0,0,True,True,True
1393,0,0,1,True,True,True
1394,4,1,2,True,True,True
1395,2,0,1,True,True,True
1396,0,0,0,True,True,True
1397,0,0,2,True,True,True
1398,0,0,0,True,True,True
1399,0,2,1,True,True,True
1400,0,0,0,True,True,True
1401,0,0,3,True,True,True
1402,0,2,0,True,True,True
1403,0,2,0,True,True,True
1404,0,0,0,True,True,True
1405,0,0,0,True,True,True
1406,4,0,2,True,True,True
1407,0,1,0,True,True,True
1408,0,0,0,True,True,True
1409,0,0,4,True,True,True
1410,0,1,1,True,True,True
1411,0,1,2,True,True,True
1412,0,2,3,True,True,True
1413,0,1,0,True,True,True
1414,0,0,2,True,True,True
1415,0,1,0,True,True,True
1416,1,1,3,True,True,True
1417,0,1,3,True,True,True
1418,1,1,0,True,True,True
1419,2,1,0,True,True,True
1420,0,0,0,True,True,True
1421,2,1,0,True,True,True
1422,0,0,0,True,True,True
1423,0,0,3,True,True,True
1424,0,0,0,True,True,True
1425,0,1,0,True,True,True
1426,0,0,2,True,True,True
1427,1,1,3,True,True,True
1428,0,2,1,True,True,True
1429,0,0,2,True,True,True
1430,1,1,0,True,True,True
1431,2,1,0,True,True,True
1432,0,1,1,True,True,True
1433,0,0,1,True,True,True
1434,0,2,1,True,True,True
1435,6,0,3,True,True,True
1436,0,0,0,True,True,True
1437,0,0,1,True,True,True
1438,5,2,0,True,True,True
1439,0,2,0,True,True,True
1440,0,1,2,True,True,True
1441,0,2,0,True,True,True
1442,0,0,0,True,True,True
1443,0,1,2,True,True,True
1444,0,1,0,True,True,True
1445,2,0,1,True,True,True
1446,0,1,0,True,True,True
1447,0,0,0,True,True,True
1448,6,0,0,True,True,True
1449,0,0,0,True,True,True
1450,0,0,2,True,True,True
1451,4,2,1,True,True,True
1452,0,1,0,True,True,True
1453,0,0,1,True,True,True
1454,0,1,1,True,True,True
1455,0,0,0,True,True,True
1456,0,4,0,True,True,True
1457,0,0,2,True,True,True
1458,0,1,2,True,True,True
1459,0,1,1,True,True,True
1460,0,1,0,True,True,True
1461,1,1,0,True,True,True
1462,0,0,0,True,True,True
1463,0,0,2,True,True,True
1464,1,0,0,True,True,True
1465,0,2,0,True,True,True
1466,6,0,5,True,True,True
1467,0,0,0,True,True,True
1468,0,1,1,True,True,True
1469,0,5,0,True,False,False
1470,0,1,4,True,True,True
1471,0,2,0,True,True,True
1472,4,1,3,True,True,True
1473,0,0,0,True,True,True
1474,0,0,2,True,True,True
1475,2,2,2,True,True,True
1476,0,0,1,True,True,True
1477,0,0,4,True,True,True
1478,7,1,2,True,True,True
1479,0,1,0,True,True,True
1480,0,1,0,True,True,True
1481,0,0,0,True,True,True
1482,0,1,0,True,True,True
1483,2,1,0,True,True,True
1484,0,2,0,True,True,True
1485,0,0,3,True,True,True
1486,1,0,3,True,True,True
1487,0,1,0,True,True,True
1488,6,2,1,True,True,True
1489,0,0,1,True,True,True
1490,0,0,1,True,True,True
1491,0,0,0,True,True,True
1492,0,1,0,True,True,True
1493,0,1,2,True,True,True
1494,1,0,3,True,True,True
1495,0,0,5,True,True,False
1496,0,0,2,True,True,True
1497,0,0,0,True,True,True
1498,1,4,0,True,True,True
1499,0,4,0,True,True,True
1500,0,0,3,True,True,True
1501,10,0,0,False,False,False
1502,0,1,1,True,True,True
1503,0,1,0,True,True,True
1504,2,0,0,True,True,True
1505,0,0,1,True,True,True
1506,0,1,1,True,True,True
1507,5,1,0,True,True,True
1508,0,1,0,True,True,True
1509,10,0,0,False,False,False
1510,0,0,0,True,True,True
1511,1,0,2,True,True,True
1512,1,0,0,True,True,True
1513,0,2,2,True,True,True
1514,0,0,0,True,True,True
1515,0,0,0,True,True,True
1516,2,1,0,True,True,True
1517,0,1,2,True,True,True
1518,0,0,0,True,True,True
1519,0,0,0,True,True,True
1520,3,3,0,True,True,True
1521,1,0,3,True,True,True
1522,0,1,0,True,True,True
1523,0,1,2,True,True,True
1524,0,0,0,True,True,True
1525,0,0,0,True,True,True
1526,0,1,2,True,True,True
1527,0,1,0,True,True,True
1528,0,1,0,True,True,True
1529,0,1,0,True,True,True
1530,0,2,0,True,True,True
1531,0,2,0,True,True,True
1532,0,0,3,True,True,True
1533,1,2,1,True,True,True
1534,0,2,4,True,True,True
1535,0,1,2,True,True,True
1536,0,1,1,True,True,True
1537,0,1,0,True,True,True
1538,0,0,1,True,True,True
1539,0,0,1,True,True,True
1540,0,0,0,True,True,True
1541,0,2,1,True,True,True
1542,0,0,0,True,True,True
1543,0,2,1,True,True,True
1544,0,0,2,True,True,True
1545,1,1,0,True,True,True
1546,0,1,0,True,True,True
1547,0,1,0,True,True,True
1548,0,2,2,True,True,True
1549,0,2,3,True,True,True
1550,2,0,0,True,True,True
1551,0,0,4,True,True,True
1552,0,0,0,True,True,True
1553,0,0,3,True,True,True
1554,0,0,0,True,True,True
1555,0,0,0,True,True,True
1556,0,1,2,True,True,True
1557,0,0,1,True,True,True
1558,1,1,1,True,True,True
1559,0,3,1,True,True,True
1560,0,1,0,True,True,True
1561,0,0,2,True,True,True
1562,5,0,1,True,True,True
1563,5,1,0,True,True,True
1564,0,1,0,True,True,True
1565,0,3,0,True,True,True
1566,0,0,0,True,True,True
1567,0,0,5,True,True,False
1568,0,0,0,True,True,True
1569,0,1,1,True,True,True
1570,0,1,0,True,True,True
1571,4,1,2,True,True,True
1572,1,3,3,True,True,True
1573,0,1,4,True,True,True
1574,6,1,2,True,True,True
1575,1,0,0,True,True,True
1576,0,1,5,True,True,False
1577,0,0,3,True,True,True
1578,0,2,2,True,True,True
1579,0,0,1,True,True,True
1580,0,1,3,True,True,True
1581,1,1,0,True,True,True
1582,0,0,3,True,True,True
1583,0,0,3,True,True,True
1584,6,0,5,True,True,True
1585,0,1,2,True,True,True
1586,5,2,0,True,True,True
1587,0,4,0,True,True,True
1588,0,2,0,True,True,True
1589,1,2,0,True,True,True
1590,1,1,1,True,True,True
1591,1,1,1,True,True,True
1592,5,0,2,True,True,True
1593,0,1,0,True,True,True
1594,0,2,0,True,True,True
1595,1,1,1,True,True,True
1596,1,1,0,True,True,True
1597,0,2,1,True,True,True
1598,0,3,3,True,True,True
1599,10,0,0,False,False,False
1600,0,1,1,True,True,True
1601,1,1,0,True,True,True
1602,0,0,2,True,True,True
1603,2,1,0,True,True,True
1604,0,0,2,True,True,True
1605,0,2,0,True,True,True
1606,0,0,0,True,True,True
1607,0,1,4,True,True,True
1608,0,0,1,True,True,True
1609,0,0,1,True,True,True
1610,0,1,0,True,True,True
1611,0,1,0,True,True,True
1612,0,1,0,True,True,True
1613,0,2,5,True,True,True
1614,0,1,1,True,True,True
1615,3,2,0,True,True,True
1616,0,1,1,True,True,True
1617,0,1,2,True,True,True
1618,0,0,0,True,True,True
1619,0,1,1,True,True,True
1620,0,1,0,True,True,True
1621,0,1,0,True,True,True
1622,0,2,0,True,True,True
1623,0,2,2,True,True,True
1624,0,3,0,True,True,True
1625,4,1,1,True,True,True
1626,0,2,0,True,True,True
1627,0,1,0,True,True,True
1628,0,1,2,True,True,True
1629,0,1,1,True,True,True
1630,0,0,0,True,True,True
1631,0,1,1,True,True,True
1632,0,1,0,True,True,True
1633,0,2,1,True,True,True
1634,0,0,2,True,True,True
1635,0,2,3,True,True,True
1636,0,4,0,True,True,True
1637,1,0,2,True,True,True
1638,0,0,2,True,True,True
1639,1,5,1,True,True,True
1640,0,1,5,True,True,True
1641,1,3,1,True,True,True
1642,0,0,0,True,True,True
1643,1,0,1,True,True,True
1644,0,3,0,True,True,True
1645,0,1,0,True,True,True
1646,1,1,1,True,True,True
1647,0,1,2,True,True,True
1648,0,4,1,True,True,True
1649,0,0,0,True,True,True
1650,0,0,1,True,True,True
1651,0,5,5,True,True,True
1652,0,0,5,True,True,False
1653,4,2,2,True,True,True
1654,0,2,0,True,True,True
1655,0,0,4,True,True,True
1656,0,1,0,True,True,True
1657,0,1,3,True,True,True
1658,0,1,5,True,True,False
1659,0,0,1,True,True,True
1660,0,0,5,True,True,False
1661,0,4,0,True,True,True
1662,0,1,2,True,True,True
1663,0,2,0,True,True,True
1664,0,3,3,True,True,True
1665,0,1,1,True,True,True
1666,0,0,1,True,True,True
1667,8,0,0,True,True,True
1668,0,1,0,True,True,True
1669,0,1,1,True,True,True
1670,0,2,2,True,True,True
1671,0,1,0,True,True,True
1672,0,0,1,True,True,True
1673,6,2,2,True,True,True
1674,4,2,1,True,True,True
1675,0,0,2,True,True,True
1676,0,5,1,True,True,True
1677,3,1,3,True,True,True
1678,1,1,5,True,True,False
1679,2,2,0,True,True,True
1680,0,1,0,True,True,True
1681,0,1,0,True,True,True
1682,0,0,5,True,True,False
1683,0,1,5,True,True,True
1684,6,1,0,True,True,True
1685,0,1,1,True,True,True
1686,0,1,0,True,True,True
1687,0,0,1,True,True,True
1688,0,0,0,True,True,True
1689,0,1,0,True,True,True
1690,1,0,1,True,True,True
1691,0,1,3,True,True,True
1692,0,2,0,True,True,True
1693,0,2,2,True,True,True
1694,2,0,2,True,True,True
1695,1,0,1,True,True,True
1696,1,0,2,True,True,True
1697,7,0,3,True,True,True
1698,0,0,0,True,True,True
1699,0,1,0,True,True,True
1700,0,0,1,True,True,True
1701,3,2,5,True,True,True
1702,0,1,1,True,True,True
1703,1,4,1,True,True,True
1704,0,1,0,True,True,True
1705,2,0,3,True,True,True
1706,0,0,0,True,True,True
1707,3,1,0,True,True,True
1708,0,1,1,True,True,True
1709,0,0,2,True,True,True
1710,0,0,4,True,True,True
1711,0,1,3,True,True,True
1712,6,0,2,True,True,True
1713,1,2,5,True,True,False
1714,0,1,5,True,True,False
1715,1,3,1,True,True,True
1716,3,0,0,True,True,True
1717,0,3,0,True,True,True
1718,0,0,3,True,True,True
1719,1,0,5,True,True,False
1720,0,0,4,True,True,True
1721,0,1,1,True,True,True
1722,0,2,1,True,True,True
1723,2,2,5,True,True,False
1724,1,1,0,True,True,True
1725,0,2,0,True,True,True
1726,7,1,1,True,True,True
1727,0,1,1,True,True,True
1728,1,1,5,True,True,True
1729,10,0,0,False,False,False
1730,0,0,0,True,True,True
1731,10,0,0,False,False,False
1732,0,1,1,True,True,True
1733,0,2,5,True,True,True
1734,1,0,3,True,True,True
1735,0,1,2,True,True,True
1736,0,0,1,True,True,True
1737,0,3,0,True,True,True
1738,1,3,2,True,True,True
1739,7,2,3,True,True,True
1740,0,0,2,True,True,True
1741,0,0,3,True,True,True
1742,0,0,2,True,True,True
1743,0,1,1,True,True,True
1744,0,0,0,True,True,True
1745,0,2,0,True,True,True
1746,3,0,3,True,True,True
1747,6,0,0,True,True,True
1748,0,1,2,True,True,True
1749,0,1,0,True,True,True
1750,0,0,1,True,True,True
1751,0,1,3,True,True,True
1752,3,2,0,True,True,True
1753,1,1,1,True,True,True
1754,0,0,1,True,True,True
1755,1,1,4,True,True,True
1756,2,1,2,True,True,True
1757,1,2,2,True,True,True
1758,0,0,3,True,True,True
1759,0,2,2,True,True,True
1760,0,2,2,True,True,True
1761,0,0,0,True,True,True
1762,1,0,0,True,True,True
1763,0,5,0,True,False,False
1764,0,0,1,True,True,True
1765,0,2,0,True,True,True
1766,0,0,2,True,True,True
1767,1,4,1,True,True,True
1768,2,0,2,True,True,True
1769,0,1,2,True,True,True
1770,1,1,1,True,True,True
1771,3,2,1,True,True,True
1772,1,2,1,True,True,True
1773,0,1,1,True,True,True
1774,6,0,3,True,True,True
1775,0,3,2,True,True,True
1776,0,0,0,True,True,True
1777,0,1,1,True,True,True
1778,2,0,1,True,True,True
1779,1,0,0,True,True,True
1780,3,1,4,True,True,True
1781,5,2,1,True,True,True
1782,0,5,0,True,True,True
1783,6,0,5,True,True,True
1784,1,0,0,True,True,True
1785,6,0,5,True,True,True
1786,0,0,1,True,True,True
1787,2,2,2,True,True,True
1788,2,0,0,True,True,True
1789,0,1,5,True,True,True
1790,0,1,1,True,True,True
1791,10,0,0,False,False,False
1792,0,0,0,True,True,True
1793,0,4,1,True,True,True
1794,5,1,0,True,True,True
1795,0,0,0,True,True,True
1796,0,1,2,True,True,True
1797,0,0,0,True,True,True
1798,1,2,0,True,True,True
1799,10,0,0,False,False,False
1800,0,2,1,True,True,True
1801,2,0,2,True,True,True
1802,3,1,5,True,True,True
1803,0,2,1,True,True,True
1804,1,3,0,True,True,True
1805,0,3,5,True,True,True
1806,0,0,2,True,True,True
1807,0,0,2,True,True,True
1808,0,1,3,True,True,True
1809,0,1,4,True,True,True
1810,0,2,4,True,True,True
1811,0,1,0,True,True,True
1812,0,1,1,True,True,True
1813,0,2,2,True,True,True
1814,0,0,2,True,True,True
1815,5,0,0,False,False,False
1816,0,0,1,True,True,True
1817,1,0,2,True,True,True
1818,0,0,1,True,True,True
1819,0,1,0,True,True,True
1820,0,0,4,True,True,True
1821,0,0,1,True,True,True
1822,0,1,2,True,True,True
1823,0,0,2,True,True,True
1824,0,1,1,True,True,True
1825,0,2,2,True,True,True
1826,0,1,3,True,True,True
1827,0,0,2,True,True,True
1828,0,3,2,True,True,True
1829,0,0,1,True,True,True
1830,0,1,4,True,True,True
1831,5,0,0,False,False,False
1832,0,1,4,True,True,True
1833,0,0,1,True,True,True
1834,5,0,0,False,False,False
1835,0,0,2,True,True,True
1836,0,1,1,True,True,True
1837,0,0,2,True,True,True
1838,0,1,1,True,True,True
1839,0,0,0,True,True,True
1840,2,0,1,True,True,True
1841,0,0,5,True,True,False
1842,0,0,0,True,True,True
1843,0,0,4,True,True,True
1844,0,0,0,True,True,True
1845,0,1,1,True,True,True
1846,0,0,1,True,True,True
1847,0,0,1,True,True,True
1848,0,1,3,True,True,True
1849,0,0,1,True,True,True
1850,0,1,0,True,True,True
1851,0,2,1,True,True,True
1852,0,0,1,True,True,True
1853,0,1,0,True,True,True
1854,0,1,0,True,True,True
1855,0,1,1,True,True,True
